Training: 2023-08-17 21:02:38,665-rank_id: 0
Training: 2023-08-17 21:42:06,375-Speed 139.42 samples/sec   Loss 1.2524   LearningRate 0.000029   Epoch: 0   Global Step: 10070   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:42:08,667-Speed 139.65 samples/sec   Loss 1.2486   LearningRate 0.000029   Epoch: 0   Global Step: 10080   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:42:10,965-Speed 139.28 samples/sec   Loss 1.2343   LearningRate 0.000029   Epoch: 0   Global Step: 10090   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:42:13,268-Speed 138.96 samples/sec   Loss 1.2555   LearningRate 0.000029   Epoch: 0   Global Step: 10100   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:42:15,578-Speed 138.60 samples/sec   Loss 1.2310   LearningRate 0.000029   Epoch: 0   Global Step: 10110   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:17,882-Speed 138.91 samples/sec   Loss 1.2292   LearningRate 0.000029   Epoch: 0   Global Step: 10120   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:20,191-Speed 138.62 samples/sec   Loss 1.2750   LearningRate 0.000029   Epoch: 0   Global Step: 10130   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:22,477-Speed 140.04 samples/sec   Loss 1.2404   LearningRate 0.000029   Epoch: 0   Global Step: 10140   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:24,772-Speed 139.44 samples/sec   Loss 1.2598   LearningRate 0.000029   Epoch: 0   Global Step: 10150   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:27,054-Speed 140.27 samples/sec   Loss 1.2447   LearningRate 0.000029   Epoch: 0   Global Step: 10160   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:29,346-Speed 139.70 samples/sec   Loss 1.2352   LearningRate 0.000029   Epoch: 0   Global Step: 10170   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:31,657-Speed 138.46 samples/sec   Loss 1.2582   LearningRate 0.000029   Epoch: 0   Global Step: 10180   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:33,965-Speed 138.69 samples/sec   Loss 1.2409   LearningRate 0.000029   Epoch: 0   Global Step: 10190   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:36,242-Speed 140.56 samples/sec   Loss 1.2643   LearningRate 0.000029   Epoch: 0   Global Step: 10200   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:38,522-Speed 140.40 samples/sec   Loss 1.2280   LearningRate 0.000029   Epoch: 0   Global Step: 10210   Fp16 Grad Scale: 65536   Required: 3 hours
Training: 2023-08-17 21:42:40,803-Speed 140.37 samples/sec   Loss 1.2483   LearningRate 0.000029   Epoch: 0   Global Step: 10220   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:43,090-Speed 139.93 samples/sec   Loss 1.2510   LearningRate 0.000029   Epoch: 0   Global Step: 10230   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:45,384-Speed 139.57 samples/sec   Loss 1.2207   LearningRate 0.000029   Epoch: 0   Global Step: 10240   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:42:47,654-Speed 140.97 samples/sec   Loss 1.2676   LearningRate 0.000029   Epoch: 0   Global Step: 10250   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:42:49,951-Speed 139.36 samples/sec   Loss 1.1956   LearningRate 0.000029   Epoch: 0   Global Step: 10260   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:42:52,240-Speed 139.83 samples/sec   Loss 1.2369   LearningRate 0.000029   Epoch: 0   Global Step: 10270   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:42:54,528-Speed 139.93 samples/sec   Loss 1.2465   LearningRate 0.000029   Epoch: 0   Global Step: 10280   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:42:56,819-Speed 139.70 samples/sec   Loss 1.2521   LearningRate 0.000029   Epoch: 0   Global Step: 10290   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:42:59,116-Speed 139.36 samples/sec   Loss 1.2161   LearningRate 0.000029   Epoch: 0   Global Step: 10300   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:01,405-Speed 139.84 samples/sec   Loss 1.2029   LearningRate 0.000029   Epoch: 0   Global Step: 10310   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:03,694-Speed 139.83 samples/sec   Loss 1.2723   LearningRate 0.000029   Epoch: 0   Global Step: 10320   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:05,983-Speed 139.84 samples/sec   Loss 1.2449   LearningRate 0.000029   Epoch: 0   Global Step: 10330   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:08,266-Speed 140.19 samples/sec   Loss 1.2188   LearningRate 0.000029   Epoch: 0   Global Step: 10340   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:10,553-Speed 139.96 samples/sec   Loss 1.2753   LearningRate 0.000029   Epoch: 0   Global Step: 10350   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:43:12,826-Speed 140.87 samples/sec   Loss 1.2499   LearningRate 0.000029   Epoch: 0   Global Step: 10360   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:15,112-Speed 139.98 samples/sec   Loss 1.2584   LearningRate 0.000029   Epoch: 0   Global Step: 10370   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:17,400-Speed 139.89 samples/sec   Loss 1.2337   LearningRate 0.000029   Epoch: 0   Global Step: 10380   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:19,709-Speed 138.64 samples/sec   Loss 1.3005   LearningRate 0.000029   Epoch: 0   Global Step: 10390   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:21,992-Speed 140.22 samples/sec   Loss 1.2391   LearningRate 0.000029   Epoch: 0   Global Step: 10400   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:24,299-Speed 138.71 samples/sec   Loss 1.2449   LearningRate 0.000029   Epoch: 0   Global Step: 10410   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:26,602-Speed 139.01 samples/sec   Loss 1.2523   LearningRate 0.000029   Epoch: 0   Global Step: 10420   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:28,908-Speed 138.79 samples/sec   Loss 1.2661   LearningRate 0.000029   Epoch: 0   Global Step: 10430   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:31,199-Speed 139.74 samples/sec   Loss 1.2513   LearningRate 0.000029   Epoch: 0   Global Step: 10440   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:33,493-Speed 139.53 samples/sec   Loss 1.2405   LearningRate 0.000029   Epoch: 0   Global Step: 10450   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:43:35,798-Speed 138.88 samples/sec   Loss 1.2661   LearningRate 0.000029   Epoch: 0   Global Step: 10460   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:43:38,110-Speed 138.41 samples/sec   Loss 1.2180   LearningRate 0.000029   Epoch: 0   Global Step: 10470   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:43:40,423-Speed 138.39 samples/sec   Loss 1.2191   LearningRate 0.000029   Epoch: 0   Global Step: 10480   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:43:42,719-Speed 139.40 samples/sec   Loss 1.2469   LearningRate 0.000029   Epoch: 0   Global Step: 10490   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:43:45,017-Speed 139.34 samples/sec   Loss 1.2322   LearningRate 0.000029   Epoch: 0   Global Step: 10500   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:43:47,309-Speed 139.65 samples/sec   Loss 1.2773   LearningRate 0.000029   Epoch: 0   Global Step: 10510   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:43:49,606-Speed 139.36 samples/sec   Loss 1.2817   LearningRate 0.000029   Epoch: 0   Global Step: 10520   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:43:51,901-Speed 139.44 samples/sec   Loss 1.2546   LearningRate 0.000029   Epoch: 0   Global Step: 10530   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:43:54,208-Speed 138.77 samples/sec   Loss 1.2175   LearningRate 0.000029   Epoch: 0   Global Step: 10540   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:43:56,497-Speed 139.85 samples/sec   Loss 1.2371   LearningRate 0.000029   Epoch: 0   Global Step: 10550   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:43:58,755-Speed 141.72 samples/sec   Loss 1.2690   LearningRate 0.000029   Epoch: 0   Global Step: 10560   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:01,030-Speed 140.68 samples/sec   Loss 1.2262   LearningRate 0.000029   Epoch: 0   Global Step: 10570   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:03,307-Speed 140.56 samples/sec   Loss 1.2211   LearningRate 0.000029   Epoch: 0   Global Step: 10580   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:05,588-Speed 140.38 samples/sec   Loss 1.2559   LearningRate 0.000029   Epoch: 0   Global Step: 10590   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:07,892-Speed 138.89 samples/sec   Loss 1.2474   LearningRate 0.000029   Epoch: 0   Global Step: 10600   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:10,169-Speed 140.59 samples/sec   Loss 1.2195   LearningRate 0.000029   Epoch: 0   Global Step: 10610   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:12,436-Speed 141.19 samples/sec   Loss 1.2026   LearningRate 0.000029   Epoch: 0   Global Step: 10620   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:14,725-Speed 139.84 samples/sec   Loss 1.2483   LearningRate 0.000029   Epoch: 0   Global Step: 10630   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:17,018-Speed 139.57 samples/sec   Loss 1.2707   LearningRate 0.000029   Epoch: 0   Global Step: 10640   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:19,301-Speed 140.18 samples/sec   Loss 1.2428   LearningRate 0.000029   Epoch: 0   Global Step: 10650   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:21,573-Speed 140.92 samples/sec   Loss 1.2350   LearningRate 0.000029   Epoch: 0   Global Step: 10660   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:23,863-Speed 139.74 samples/sec   Loss 1.2362   LearningRate 0.000029   Epoch: 0   Global Step: 10670   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:26,143-Speed 140.42 samples/sec   Loss 1.2671   LearningRate 0.000029   Epoch: 0   Global Step: 10680   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:28,427-Speed 140.14 samples/sec   Loss 1.2244   LearningRate 0.000029   Epoch: 0   Global Step: 10690   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:30,705-Speed 140.53 samples/sec   Loss 1.2414   LearningRate 0.000029   Epoch: 0   Global Step: 10700   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:32,994-Speed 139.79 samples/sec   Loss 1.2194   LearningRate 0.000029   Epoch: 0   Global Step: 10710   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:35,283-Speed 139.88 samples/sec   Loss 1.2421   LearningRate 0.000029   Epoch: 0   Global Step: 10720   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:37,552-Speed 141.06 samples/sec   Loss 1.2145   LearningRate 0.000029   Epoch: 0   Global Step: 10730   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:39,834-Speed 140.25 samples/sec   Loss 1.2372   LearningRate 0.000029   Epoch: 0   Global Step: 10740   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:42,105-Speed 140.97 samples/sec   Loss 1.2399   LearningRate 0.000029   Epoch: 0   Global Step: 10750   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:44,396-Speed 139.71 samples/sec   Loss 1.2648   LearningRate 0.000029   Epoch: 0   Global Step: 10760   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:46,696-Speed 139.11 samples/sec   Loss 1.2405   LearningRate 0.000029   Epoch: 0   Global Step: 10770   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:44:48,964-Speed 141.14 samples/sec   Loss 1.2307   LearningRate 0.000029   Epoch: 0   Global Step: 10780   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:51,243-Speed 140.49 samples/sec   Loss 1.1991   LearningRate 0.000029   Epoch: 0   Global Step: 10790   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:53,513-Speed 141.02 samples/sec   Loss 1.2124   LearningRate 0.000029   Epoch: 0   Global Step: 10800   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:55,808-Speed 139.45 samples/sec   Loss 1.2712   LearningRate 0.000029   Epoch: 0   Global Step: 10810   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:44:58,081-Speed 140.82 samples/sec   Loss 1.2644   LearningRate 0.000029   Epoch: 0   Global Step: 10820   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:45:00,360-Speed 140.44 samples/sec   Loss 1.2440   LearningRate 0.000029   Epoch: 0   Global Step: 10830   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:45:02,646-Speed 139.99 samples/sec   Loss 1.2542   LearningRate 0.000029   Epoch: 0   Global Step: 10840   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:45:04,928-Speed 140.27 samples/sec   Loss 1.2084   LearningRate 0.000029   Epoch: 0   Global Step: 10850   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:45:07,213-Speed 140.10 samples/sec   Loss 1.2402   LearningRate 0.000029   Epoch: 0   Global Step: 10860   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:45:09,508-Speed 139.48 samples/sec   Loss 1.2034   LearningRate 0.000029   Epoch: 0   Global Step: 10870   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:45:11,775-Speed 141.20 samples/sec   Loss 1.2351   LearningRate 0.000029   Epoch: 0   Global Step: 10880   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:14,065-Speed 139.78 samples/sec   Loss 1.2422   LearningRate 0.000029   Epoch: 0   Global Step: 10890   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:16,364-Speed 139.18 samples/sec   Loss 1.1990   LearningRate 0.000029   Epoch: 0   Global Step: 10900   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:18,660-Speed 139.43 samples/sec   Loss 1.2536   LearningRate 0.000029   Epoch: 0   Global Step: 10910   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:20,957-Speed 139.34 samples/sec   Loss 1.2193   LearningRate 0.000029   Epoch: 0   Global Step: 10920   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:23,247-Speed 139.81 samples/sec   Loss 1.2327   LearningRate 0.000029   Epoch: 0   Global Step: 10930   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:25,541-Speed 139.50 samples/sec   Loss 1.2540   LearningRate 0.000029   Epoch: 0   Global Step: 10940   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:27,833-Speed 139.69 samples/sec   Loss 1.1919   LearningRate 0.000029   Epoch: 0   Global Step: 10950   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:30,121-Speed 139.90 samples/sec   Loss 1.2275   LearningRate 0.000029   Epoch: 0   Global Step: 10960   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:32,417-Speed 139.40 samples/sec   Loss 1.2386   LearningRate 0.000029   Epoch: 0   Global Step: 10970   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:34,685-Speed 141.15 samples/sec   Loss 1.2242   LearningRate 0.000029   Epoch: 0   Global Step: 10980   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:36,984-Speed 139.24 samples/sec   Loss 1.1760   LearningRate 0.000029   Epoch: 0   Global Step: 10990   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:39,050-Val on RAF/AffectNet:
Training: 2023-08-17 21:45:39,166-Test: [0/48]	Time 0.116 (0.116)	Loss 0.6402 (0.6402)	Acc@1 89.062 (89.062)	Acc@5 95.312 (95.312)	Mem 5268MB
Training: 2023-08-17 21:45:40,275-Test: [10/48]	Time 0.112 (0.111)	Loss 0.6622 (0.6089)	Acc@1 85.938 (88.920)	Acc@5 98.438 (99.006)	Mem 5268MB
Training: 2023-08-17 21:45:41,346-Test: [20/48]	Time 0.108 (0.109)	Loss 0.5432 (0.5839)	Acc@1 90.625 (89.509)	Acc@5 100.000 (99.256)	Mem 5268MB
Training: 2023-08-17 21:45:42,464-Test: [30/48]	Time 0.113 (0.110)	Loss 0.5553 (0.5817)	Acc@1 92.188 (90.020)	Acc@5 100.000 (99.294)	Mem 5268MB
Training: 2023-08-17 21:45:43,562-Test: [40/48]	Time 0.109 (0.110)	Loss 0.5878 (0.5674)	Acc@1 90.625 (90.930)	Acc@5 100.000 (99.352)	Mem 5268MB
Training: 2023-08-17 21:45:44,305-[10999]Expression Loss: 0.56134
Training: 2023-08-17 21:45:44,305-[10999]Expression Acc@1: 91.23207
Training: 2023-08-17 21:45:44,305-[10999]Expression Acc@1-Highest: 91.65580
Training: 2023-08-17 21:45:44,305-[10999]Expression Acc@5: 99.44589
Training: 2023-08-17 21:45:44,306-[10999]Expression Acc@5-Highest: 99.44589
Training: 2023-08-17 21:45:44,306-[10999]10 Times Expression Acc@1: 89.77184
Training: 2023-08-17 21:45:44,306-[10999]10 Times Expression Acc@1-Highest: 89.77184
Training: 2023-08-17 21:45:44,535-Speed 42.38 samples/sec   Loss 1.2171   LearningRate 0.000029   Epoch: 0   Global Step: 11000   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:46,815-Speed 140.35 samples/sec   Loss 1.2392   LearningRate 0.000029   Epoch: 0   Global Step: 11010   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:49,092-Speed 140.59 samples/sec   Loss 1.2418   LearningRate 0.000029   Epoch: 0   Global Step: 11020   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:45:51,365-Speed 140.85 samples/sec   Loss 1.2299   LearningRate 0.000029   Epoch: 0   Global Step: 11030   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:45:53,644-Speed 140.40 samples/sec   Loss 1.2296   LearningRate 0.000029   Epoch: 0   Global Step: 11040   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:45:55,931-Speed 139.98 samples/sec   Loss 1.2467   LearningRate 0.000029   Epoch: 0   Global Step: 11050   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:45:58,220-Speed 139.85 samples/sec   Loss 1.2099   LearningRate 0.000029   Epoch: 0   Global Step: 11060   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:46:00,500-Speed 140.40 samples/sec   Loss 1.2556   LearningRate 0.000029   Epoch: 0   Global Step: 11070   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:46:02,799-Speed 139.22 samples/sec   Loss 1.2183   LearningRate 0.000029   Epoch: 0   Global Step: 11080   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:46:05,091-Speed 139.71 samples/sec   Loss 1.2583   LearningRate 0.000029   Epoch: 0   Global Step: 11090   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:46:07,394-Speed 138.97 samples/sec   Loss 1.2559   LearningRate 0.000029   Epoch: 0   Global Step: 11100   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:46:09,695-Speed 139.12 samples/sec   Loss 1.2410   LearningRate 0.000029   Epoch: 0   Global Step: 11110   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:46:11,998-Speed 138.99 samples/sec   Loss 1.2802   LearningRate 0.000029   Epoch: 0   Global Step: 11120   Fp16 Grad Scale: 16384   Required: 3 hours
Training: 2023-08-17 21:46:14,301-Speed 138.97 samples/sec   Loss 1.2514   LearningRate 0.000029   Epoch: 0   Global Step: 11130   Fp16 Grad Scale: 32768   Required: 3 hours
Training: 2023-08-17 21:46:16,583-Speed 140.28 samples/sec   Loss 1.2385   LearningRate 0.000029   Epoch: 0   Global Step: 11140   Fp16 Grad Scale: 32768   Required: 3 hours
